,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
236,Type-Any-Circle-Of-Six,175.2604,-37.797384,"{'type': 'Point', 'coordinates': [175.2604, -37.797384]}",1,web,0,2006.0,0.0,
237,SuTree,34.7595,32.0554,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",1,games_video,5,2006.0,0.0,Tel Aviv
238,Jiglu,-0.149522,51.54236,"{'type': 'Point', 'coordinates': [-0.149522, 51.54236]}",1,software,3,2003.0,800000.0,London
239,Worklight,-73.976348,40.756799,"{'type': 'Point', 'coordinates': [-73.976348, 40.756799]}",1,mobile,30,2006.0,17600000.0,New York
240,itsmylife,-80.632606,28.074742,"{'type': 'Point', 'coordinates': [-80.632606, 28.074742]}",1,web,2,2003.0,0.0,Melbourne
241,Stixy,-122.542491,37.904468,"{'type': 'Point', 'coordinates': [-122.542491, 37.904468]}",1,web,0,2006.0,0.0,Mill Valley
242,Dopetracks,-118.474261,34.210785,"{'type': 'Point', 'coordinates': [-118.474261, 34.210785]}",1,web,4,2007.0,0.0,Van Nuys
243,SueEasy,-122.104099,37.401355,"{'type': 'Point', 'coordinates': [-122.104099, 37.401355]}",1,web,6,2007.0,135000.0,Mountain View
244,Moz,-122.347533,47.620716,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",1,search,130,2002.0,19300000.0,Seattle
245,Zillow,-122.3293984,47.6011125,"{'type': 'Point', 'coordinates': [-122.3293984, 47.6011125]}",1,real_estate,600,2005.0,96600000.0,Seattle
246,Zimbra,-122.285714,37.557637,"{'type': 'Point', 'coordinates': [-122.285714, 37.557637]}",1,enterprise,200,2003.0,14500000.0,Palo Alto
247,Tioti,-122.355579,47.733603,"{'type': 'Point', 'coordinates': [-122.355579, 47.733603]}",2,games_video,3,,0.0,Seattle
248,Rupture,-122.395234,37.783898,"{'type': 'Point', 'coordinates': [-122.395234, 37.783898]}",1,games_video,25,,3000000.0,San Francisco
249,FlexiScale,-3.435973,55.378051,"{'type': 'Point', 'coordinates': [-3.435973, 55.378051]}",1,network_hosting,24,1997.0,0.0,
250,earthmine,-122.298168,37.862209,"{'type': 'Point', 'coordinates': [-122.298168, 37.862209]}",1,enterprise,30,2006.0,0.0,Berkeley
251,LocoGopher,-122.77941,45.3085,"{'type': 'Point', 'coordinates': [-122.77941, 45.3085]}",1,web,0,2007.0,0.0,
252,RecipeMatcher,-117.20717,32.856744,"{'type': 'Point', 'coordinates': [-117.20717, 32.856744]}",1,web,2,2007.0,0.0,
253,Whiskey Media,-122.495222,37.856331,"{'type': 'Point', 'coordinates': [-122.495222, 37.856331]}",1,web,12,2007.0,4000000.0,San Francisco
254,alluc,10.023246,53.707739,"{'type': 'Point', 'coordinates': [10.023246, 53.707739]}",1,games_video,7,2009.0,0.0,Norderstedt
255,JibJab,-118.468458,34.011335,"{'type': 'Point', 'coordinates': [-118.468458, 34.011335]}",1,web,37,1999.0,17900000.0,Venice
256,Fon,-3.632687,40.530724,"{'type': 'Point', 'coordinates': [-3.632687, 40.530724]}",1,mobile,100,2006.0,49653999.99848803,Madrid
257,Polyvore,-122.083487,37.386175,"{'type': 'Point', 'coordinates': [-122.083487, 37.386175]}",1,web,73,2007.0,22100000.0,Mountain View
258,23andMe,-95.712891,37.09024,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",1,biotech,80,2006.0,161000000.0,Mountain View
259,Woophy,4.5188631,51.9562996,"{'type': 'Point', 'coordinates': [4.5188631, 51.9562996]}",1,web,0,2005.0,0.0,Rotterdam
260,AdReady,-122.346299,47.649027,"{'type': 'Point', 'coordinates': [-122.346299, 47.649027]}",1,advertising,33,2006.0,17800000.0,Seattle
261,Blurb,-122.40414,37.792968,"{'type': 'Point', 'coordinates': [-122.40414, 37.792968]}",1,ecommerce,150,2005.0,21600000.0,San Francisco
262,The Climate Corporation,-122.394354,37.782809,"{'type': 'Point', 'coordinates': [-122.394354, 37.782809]}",2,cleantech,150,2006.0,109000000.0,San Francisco
263,Automattic,-122.421344,37.744274,"{'type': 'Point', 'coordinates': [-122.421344, 37.744274]}",1,web,200,2005.0,30600000.0,San Francisco
264,Veodia,-122.300246,37.553743,"{'type': 'Point', 'coordinates': [-122.300246, 37.553743]}",1,games_video,15,2006.0,8300000.000000001,San Mateo
265,Payoneer,-73.960717,40.621591,"{'type': 'Point', 'coordinates': [-73.960717, 40.621591]}",1,other,200,2005.0,14000000.0,New York
266,Shopatron,-95.712891,37.09024,"{'type': 'Point', 'coordinates': [-95.712891, 37.09024]}",1,enterprise,166,2001.0,10000000.0,San Luis Obispo
267,Simpy,-73.9800645,40.6632194,"{'type': 'Point', 'coordinates': [-73.9800645, 40.6632194]}",1,web,0,2004.0,0.0,Brooklyn
268,Crusher,-122.430127,37.772542,"{'type': 'Point', 'coordinates': [-122.430127, 37.772542]}",1,web,3,2006.0,0.0,San Francisco
269,Ubertor,-123.115208,49.25403,"{'type': 'Point', 'coordinates': [-123.115208, 49.25403]}",1,web,20,2000.0,0.0,Richmond
270,EchoSign,-122.160671,37.445326,"{'type': 'Point', 'coordinates': [-122.160671, 37.445326]}",1,web,100,2005.0,8500000.0,Palo Alto
271,XLNTads,-75.298032,40.09665,"{'type': 'Point', 'coordinates': [-75.298032, 40.09665]}",1,web,6,2006.0,0.0,Conshohocken
272,JobDig,-93.407837,44.871371,"{'type': 'Point', 'coordinates': [-93.407837, 44.871371]}",1,advertising,85,2000.0,0.0,Eden Prairie
273,Marakana,-122.394265,37.789498,"{'type': 'Point', 'coordinates': [-122.394265, 37.789498]}",1,education,0,2005.0,200000.0,San Francisco
274,Rollbase,-122.0341004,37.2572451,"{'type': 'Point', 'coordinates': [-122.0341004, 37.2572451]}",1,enterprise,0,2007.0,300000.0,Saratoga
275,TrialPay,-122.08276,37.388095,"{'type': 'Point', 'coordinates': [-122.08276, 37.388095]}",1,advertising,100,2006.0,55800000.0,Mountain View
276,Firetide,-121.932962,37.285133,"{'type': 'Point', 'coordinates': [-121.932962, 37.285133]}",1,mobile,100,2003.0,39800000.0,Campbell
277,Moko Social Media,138.6959288,-34.788039,"{'type': 'Point', 'coordinates': [138.6959288, -34.788039]}",1,mobile,60,1991.0,0.0,
278,BitGravity,-122.347654,37.590056,"{'type': 'Point', 'coordinates': [-122.347654, 37.590056]}",1,network_hosting,50,2006.0,2500000.0,Burlingame
279,Skinkers,0.239866,51.604922,"{'type': 'Point', 'coordinates': [0.239866, 51.604922]}",1,software,12,1999.0,21500000.0,London
280,Baynote,-122.006539,37.332271,"{'type': 'Point', 'coordinates': [-122.006539, 37.332271]}",1,software,80,2004.0,27800000.0,San Jose
281,Gigya,-122.158804,37.43938,"{'type': 'Point', 'coordinates': [-122.158804, 37.43938]}",1,enterprise,230,2006.0,69800000.0,Mountain View
282,SezWho,-122.085807,37.351894,"{'type': 'Point', 'coordinates': [-122.085807, 37.351894]}",1,web,9,2006.0,1000000.0,Los Altos
283,Disqus,-122.397672,37.786906,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}",1,web,43,2007.0,10500000.0,San Francisco
284,Defensio,-73.639076,45.545447,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",1,security,3,2007.0,0.0,Montreal
285,FilmCrave,-94.370901,38.977092,"{'type': 'Point', 'coordinates': [-94.370901, 38.977092]}",1,games_video,3,2007.0,0.0,
286,DraftMix,-121.956295,37.279132,"{'type': 'Point', 'coordinates': [-121.956295, 37.279132]}",1,games_video,3,2007.0,0.0,Campbell
287,Plazes,13.398694,52.523402,"{'type': 'Point', 'coordinates': [13.398694, 52.523402]}",1,web,15,2006.0,4175449.9998728572,Berlin
288,StylePath,-71.288568,42.402378,"{'type': 'Point', 'coordinates': [-71.288568, 42.402378]}",1,web,4,2007.0,0.0,Lincoln
289,GotCast,-118.468672,34.064139,"{'type': 'Point', 'coordinates': [-118.468672, 34.064139]}",1,games_video,5,2007.0,50000.0,Los Angleles
290,BrainKeeper,-77.4582,38.84919,"{'type': 'Point', 'coordinates': [-77.4582, 38.84919]}",1,web,10,2005.0,0.0,Centreville
291,Yedda,34.7595,32.0554,"{'type': 'Point', 'coordinates': [34.7595, 32.0554]}",1,web,5,2006.0,2500000.0,Tel Aviv
292,Evi,0.130647,52.195668,"{'type': 'Point', 'coordinates': [0.130647, 52.195668]}",1,search,25,2005.0,3267735.8281869646,Cambridge
293,Compete,-71.076632,42.346743,"{'type': 'Point', 'coordinates': [-71.076632, 42.346743]}",1,consulting,0,2000.0,33000000.0,Boston
294,RepairPal,-122.296411,37.838225,"{'type': 'Point', 'coordinates': [-122.296411, 37.838225]}",1,web,25,2007.0,21300000.0,Emeryville
295,Dipity,-122.394958,37.781262,"{'type': 'Point', 'coordinates': [-122.394958, 37.781262]}",1,web,4,2007.0,900000.0,San Francisco
296,StreetFire,-118.426707,33.982431,"{'type': 'Point', 'coordinates': [-118.426707, 33.982431]}",1,web,12,2004.0,7900000.0,Los Angeles
297,TotalTakeout,-75.531859,40.614969,"{'type': 'Point', 'coordinates': [-75.531859, 40.614969]}",1,web,8,,150000.0,Allentown
298,MyBuys,-122.245087,37.530893,"{'type': 'Point', 'coordinates': [-122.245087, 37.530893]}",2,advertising,120,2006.0,40800000.0,San Mateo
299,Congoo,-74.67117,40.59865,"{'type': 'Point', 'coordinates': [-74.67117, 40.59865]}",1,web,5,2005.0,0.0,Branchburg
300,Springbox,-97.742682,30.269452,"{'type': 'Point', 'coordinates': [-97.742682, 30.269452]}",2,web,65,2004.0,0.0,Austin
301,Omniture,-111.68192,40.323902,"{'type': 'Point', 'coordinates': [-111.68192, 40.323902]}",1,advertising,1000,1996.0,25000000.0,Orem
302,Vobile,-121.97895,37.399208,"{'type': 'Point', 'coordinates': [-121.97895, 37.399208]}",1,web,120,2005.0,10000000.0,Santa Clara
303,Jackson Fish Market,-122.3355636,47.6018824,"{'type': 'Point', 'coordinates': [-122.3355636, 47.6018824]}",1,software,3,2006.0,0.0,Seattle
304,Verimatrix,-117.175733,32.903248,"{'type': 'Point', 'coordinates': [-117.175733, 32.903248]}",1,software,100,1999.0,46800000.0,San Diego
305,RealSelf,-122.347533,47.620716,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",1,web,23,2006.0,1950000.0,Seattle
306,littleye,-118.455798,33.971132,"{'type': 'Point', 'coordinates': [-118.455798, 33.971132]}",1,software,3,2007.0,0.0,Marina del Rey
307,ThriveSmart,-122.244743,37.872228,"{'type': 'Point', 'coordinates': [-122.244743, 37.872228]}",1,network_hosting,0,2006.0,0.0,Berkeley
308,Bloglines,-121.941184,37.281651,"{'type': 'Point', 'coordinates': [-121.941184, 37.281651]}",1,web,30,2003.0,0.0,Cary
309,Sneakerplay,-79.386755,43.670233,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",1,web,0,2006.0,0.0,Toronto
310,Microsoft,-122.128585,47.643583,"{'type': 'Point', 'coordinates': [-122.128585, 47.643583]}",2,software,90000,1974.0,0.0,Redmond
311,GameLayers,-122.402468,37.803847,"{'type': 'Point', 'coordinates': [-122.402468, 37.803847]}",1,web,5,2007.0,2000000.0,San Francisco
312,Mogreet,-118.472297,33.999004,"{'type': 'Point', 'coordinates': [-118.472297, 33.999004]}",1,mobile,30,2006.0,14000000.0,Venice
313,OurStage,-71.319348,42.591704,"{'type': 'Point', 'coordinates': [-71.319348, 42.591704]}",1,music,1,2006.0,29900000.0,Chelmsford
314,Entrecard,-72.930855,41.355252,"{'type': 'Point', 'coordinates': [-72.930855, 41.355252]}",1,ecommerce,1,2007.0,70000.0,Hamden
315,WEbook,-77.095965,38.984172,"{'type': 'Point', 'coordinates': [-77.095965, 38.984172]}",1,web,10,2007.0,5000000.0,New York
316,Kaango,-104.894986,39.613859,"{'type': 'Point', 'coordinates': [-104.894986, 39.613859]}",1,advertising,10,2007.0,0.0,Greenwood Village
317,ProductWiki,-80.5463811,43.4747042,"{'type': 'Point', 'coordinates': [-80.5463811, 43.4747042]}",1,public_relations,8,2005.0,0.0,Waterloo
318,Splunk,-122.390945,37.78274,"{'type': 'Point', 'coordinates': [-122.390945, 37.78274]}",1,software,500,2003.0,40000000.0,San Francisco
319,Localeze,-87.636706,41.878643,"{'type': 'Point', 'coordinates': [-87.636706, 41.878643]}",1,search,1,2001.0,0.0,Vienna
320,LucidEra,-122.2862187,37.5583159,"{'type': 'Point', 'coordinates': [-122.2862187, 37.5583159]}",1,enterprise,40,2005.0,15600000.0,San Mateo
321,TrustedID,-122.255907,37.520592,"{'type': 'Point', 'coordinates': [-122.255907, 37.520592]}",1,security,120,2005.0,25000000.0,Palo Alto
322,Seeqpod,-122.296342,37.8454819,"{'type': 'Point', 'coordinates': [-122.296342, 37.8454819]}",1,search,25,2005.0,7000000.0,Emeryville
323,AddLiveVoice,-79.435661,43.744031,"{'type': 'Point', 'coordinates': [-79.435661, 43.744031]}",1,web,5,2006.0,0.0,Toronto
324,Doodlekit,-94.4284985,38.9143473,"{'type': 'Point', 'coordinates': [-94.4284985, 38.9143473]}",1,web,2,2006.0,0.0,Kansas City
325,SkreemR Search,-123.383426,48.450576,"{'type': 'Point', 'coordinates': [-123.383426, 48.450576]}",1,search,3,2007.0,0.0,"Victoria, BC"
326,Snapvine,-122.332904,47.598968,"{'type': 'Point', 'coordinates': [-122.332904, 47.598968]}",1,other,20,2005.0,12000000.0,Seattle
327,Deezer,2.3283853,48.8780596,"{'type': 'Point', 'coordinates': [2.3283853, 48.8780596]}",1,music,200,2006.0,149000000.0,Paris
328,Yodle,-73.9918126,40.742459,"{'type': 'Point', 'coordinates': [-73.9918126, 40.742459]}",5,advertising,1000,2005.0,40000000.0,New York
329,MyNeighborhood,9.993586,53.540804,"{'type': 'Point', 'coordinates': [9.993586, 53.540804]}",1,web,3,2007.0,0.0,Hamburg
330,divorce360,-80.058401,26.820375,"{'type': 'Point', 'coordinates': [-80.058401, 26.820375]}",1,web,6,2007.0,2500000.0,North Palm Beach
331,Kewego,2.213749,46.227638,"{'type': 'Point', 'coordinates': [2.213749, 46.227638]}",1,games_video,65,2003.0,19400000.0,Paris
332,HubSpot,-71.118487,42.375392,"{'type': 'Point', 'coordinates': [-71.118487, 42.375392]}",1,software,650,2006.0,131000000.0,Cambridge
333,Vidyo,-74.033707,40.909378,"{'type': 'Point', 'coordinates': [-74.033707, 40.909378]}",1,messaging,80,2005.0,141000000.0,Hackensack
334,CrossLoop,-121.898539,36.611645,"{'type': 'Point', 'coordinates': [-121.898539, 36.611645]}",1,web,8,2006.0,10500000.0,Monterey
335,Criticker,-94.833992,30.500307,"{'type': 'Point', 'coordinates': [-94.833992, 30.500307]}",1,web,0,2005.0,0.0,
336,Viadeo,2.3304161,48.8747064,"{'type': 'Point', 'coordinates': [2.3304161, 48.8747064]}",1,social,400,2004.0,50200000.0,Paris
337,eventsbot,-74.453466,40.532457,"{'type': 'Point', 'coordinates': [-74.453466, 40.532457]}",1,web,10,2007.0,0.0,piscataway
338,GrubHub,-87.649878,41.907647,"{'type': 'Point', 'coordinates': [-87.649878, 41.907647]}",1,hospitality,250,2004.0,84100000.0,Chicago
